,comment,sentiment,positive,negative
390,요즘 그루밍족 유행하는거도 동일하다고 본다 돈가지고 결혼하는거는 돈으로 사랑을 사는거고 자기 몸 얼굴 옷에다 투자해서 꼬시는게 진짜 참사랑 받는거였음 10점짜리 알파메일은 못되도 7점짜리 유사알파메일...,Negative,0.03218657150864601,0.9678134322166443
393,아주 환장하지,Negative,0.13769745826721191,0.8623025417327881
395,나름 그루밍족이라고 생각하는 편인데 내가 모르는거 보면 별로 안 조은가 옛날에 다른 엔터사에서 한 화장품은 써본 적 있는데 개 구렸음,Negative,0.0013645932776853442,0.9986354112625122
396,브라질리언왁싱도함설마?,Negative,0.0014867741847410798,0.9985132217407227
400,그래서 그루밍족이란 단어도 나오고 본가에 있는 형도 나보다 피부관리 존나 심함 화떡수준으로 하더라 근데 씹일반 ;;;,Negative,0.10668207705020905,0.8933179378509521
401,시험 끝나면 꾸미고 살아야지,Negative,0.080074243247509,0.9199257493019104
403,뭐고름,Negative,0.02661939151585102,0.9733806252479553
404,눈썹문신도햇네,Negative,0.07949575036764145,0.9205042719841003
405,그루밍성범죄같음,Negative,0.0015332703478634357,0.9984667301177979
409,"<a class=""tit_txt"" href=""https://gall.dcinside.com/mgallery/board/view/?id=fireemblem&amp;no=60338"" target=""_blank"">이게 <b>그루밍족</b>인가 그거냐?</a>",Negative,0.053757574409246445,0.9462424516677856
413,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=neostock&amp;no=1770516"" target=""_blank"">결국 정답은 자기한테 투자해서 유사알파메일 되는거네</a>",Negative,0.05405883863568306,0.945941150188446
417,"<a class=""tit_txt"" href=""http://gall.dcinside.com/board/view/?id=drama_new2&amp;no=819479"" target=""_blank"">김생민 <b>그루밍족</b> 저 남자 진짜 무이자의 늪이 쩔어 ㅋㅋㅋㅋㅋ</a>",Negative,0.1311049610376358,0.8688950538635254
429,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=idolmaster&amp;no=14076463"" target=""_blank""><b>그루밍족</b> 어감 너무 별로인거같음</a>",Negative,0.03171839192509651,0.968281626701355
431,쁘게이들의 그루밍족 화,Negative,0.023189565166831017,0.9768104553222656
434,그루밍족이 이런거였음?ㄷㄷㄷㄷㄷㄷ,Negative,0.03626072779297829,0.963739275932312
437,그루밍족이 이런거였음?,Negative,0.00778106227517128,0.9922189712524414
440,그루밍족이니 뭐니 하면서 남자 화장 그러는데,Negative,0.11799532920122147,0.8820046782493591
442,진돌아재 그루밍족인갑네,Negative,0.04999574273824692,0.9500042796134949
444,그루밍족 어떰?,Negative,0.018805459141731262,0.9811945557594299
445,민폐님 은근 그루밍족이네,Negative,0.005842111073434353,0.9941579103469849
446,그루밍족인가? 그집망했넨가 이런거 남자가 하면 좀 이상하지,Negative,0.009305189363658428,0.9906948208808899
448,그루밍족이라는 이름 좀 그럼...,Negative,0.03176301717758179,0.968237042427063
449,그루밍족 아루,Negative,0.14646947383880615,0.8535305261611938
450,경상도에 그루밍족이 대폭 증가하고 있다,Negative,0.04359201341867447,0.9564080238342285
451,앱 그루밍족 어떰?,Negative,0.01830354705452919,0.9816964864730835
453,그루밍족 깔아보면 성형의힘이 대단하단걸느낌,Negative,0.04733734950423241,0.9526625871658325
461,얼마나 더 잘생겨지려고 이 망할 기만자놈들아ㅡㅡㅡ,Negative,0.0014391998993232846,0.9985607862472534
463,허허..근데 디아이랑 리라?라리 두곳이라는데 걍 내돈주고 유명한 ㅂㅇㅎ좌한테 하는게 낫겠지?,Negative,0.0014409401919692755,0.9985590577125549
465,막상보면 화장하고 다니는 남자 거의 없다,Negative,0.018751123920083046,0.9812488555908203
470,피부는 타고났으니 냅두는데 헤어쪽으론 박사님이네,Negative,0.04095820337533951,0.9590417742729187
471,돈이나 벌어와라이니야 - dc official App,Negative,0.002219989662989974,0.9977800250053406
472,상남자는 그냥 한겨울 똥바람 맞으면서 눈꼽만 떼면 됨,Negative,0.006834622006863356,0.9931653738021851
473,혓바닥으로 몸 핥을 거 같음...,Negative,0.00368123734369874,0.9963187575340271
477,관리하는 남자 - dc official App,Negative,0.011014324612915516,0.9889856576919556
478,한남 ㅌㅊ에서 아이돌 ㅌㅊ됨,Negative,0.038124244660139084,0.9618757367134094
479,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=plastic_s&amp;no=3880033"" target=""_blank""><b>그루밍족</b>이나 강남언냐에서 하는 이벤트 믿을만 한거임?</a>",Negative,0.1073407530784607,0.8926591873168945
494,"<a class=""tit_txt"" href=""http://gall.dcinside.com/mgallery/board/view/?id=gfhfg1359&amp;no=63431"" target=""_blank"">민폐님 은근 <b>그루밍족</b>이네</a>",Negative,0.0891323834657669,0.9108676314353943
505,남자바비톡이라고 그루밍족 들어본분?,Negative,0.07687316089868546,0.9231268763542175
506,그루밍족은 센텀을 위해 만들어진 개념인가봐,Negative,0.023299768567085266,0.9767002463340759
507,그루밍족 앱 특징,Negative,0.00681684585288167,0.9931831955909729
508,그루밍족 이벤트가격 진짜냐?,Negative,0.0216323621571064,0.9783676266670227
509,나도 이제 그루밍족이 되는건가,Negative,0.1118776872754097,0.8881223201751709
512,규민이는 클오쓴다는거부터 심상치않음,Negative,0.017772359773516655,0.982227623462677
513,그루밍족 아닙니다.,Negative,0.0054405927658081055,0.9945593476295471
514,그루밍 게이 아니다 얘들아,Negative,0.08977833390235901,0.9102216958999634
515,그루밍족 되는법,Negative,0.07297386229038239,0.927026093006134
516,아무리 생각해도 남자가 화장하는건 진짜,Negative,0.0038064359687268734,0.9961935877799988
521,탄쏘 어떤닉,Negative,0.05503101274371147,0.9449689388275146
522,역시 그루밍족 틀딱즐기,Negative,0.055054787546396255,0.944945216178894
525,그럼 남자 그루밍족은 그루밍 성폭행 예고범들임?,Negative,0.01144487876445055,0.9885551333427429
529,그냥 게이라 부름 ㅋㅋㅋㅋ,Negative,0.018855055794119835,0.9811449646949768
531,센텀은 여자따윈 안만나 본인을 사랑하며 가꾸기 바빠 - dc official App,Negative,0.00579832075163722,0.99420166015625
532,이벤트중이라고 개싸서 가보면 ㅈ구라임 - dc official App,Negative,0.0013635912910103798,0.9986363649368286
533,눈매교정이 디에이 기준 69만원이라던데 이거 가면 절개니 뭐니 하면서 돈 더 받음?,Negative,0.02875804714858532,0.9712420105934143
535,아름답게 꾸밈으로서 불쾌감 유발을 낮추는 착한 유형 3. 화장(티나는 파운데이션 이상 레벨) 그루밍족=자기자신을 관리하는 꼴옵 그루밍족 자체가 대체로 한남들에게 쥐어지는 호칭이므로 일틱할 가능성이 매우높다,Negative,0.05773260444402695,0.9422674179077148
536,스킨이 피부 진피층까지 들어가게 두드리래서 껐잖아 아ㅋㅋ 고딩과학때 배우는거 아니냐 표피까지만 아ㅋㅋ,Negative,0.00561533821746707,0.9943846464157104
537,ㄹㅇ그루밍족임,Negative,0.09145697206258774,0.908543050289154
539,ㅅㅂ 그루밍족부터 시작해서 에타에서도 다 그루밍 쓰는데 내가 왜 게이냐 솔직히 강남 클럽이고 술집이고 번화가고 좀만 잘생겨보이는 애들 대부분이 성형하거나 화장으로 커버치는애들이다,Negative,0.011175151914358139,0.9888249039649963
540,니베아 맨 크림 아이오페 맨 에어쿠션 페라리 블랙 이니스프리 미스트 이 4가지만 기억해라..,Negative,0.01229074690490961,0.9877092838287354
541,같은 남자가 보기에 진짜 아니다.. 그루밍족이다 뭐다 하는데 체중관리 피부 입술 각질관리 눈썹정리 깔끔한 옷 이발 면도 이까지는 좋음 눈썹그리고 파데바르고 이건 좀 - dc official App,Negative,0.04745608940720558,0.9525439143180847
542,그루밍이 고양이가 핥고 정돈하는건줄은 알아서 여자마냥 꾸미는 남자말하는구나 딱 삘옴,Negative,0.0042725722305476665,0.9957274198532104
543,안꾸미는 것보단 꾸미는 남자가 훨씬 경쟁력있지,Negative,0.10869860649108887,0.8913013935089111
544,여자한정 놀랍게도 아직 수요가 있음 군인이라서 곤란한데스웅 시전했는데 오히려좋아 하길래 연애중임 ㅅㄱ 현실 모를때 낚아채라... 헬창에 그루밍족 아닌 노안 좆돼지몸에 부사관이면 답도없을거같다 씨발...,Negative,0.03857625648379326,0.9614237546920776
545,눈썹만 바꿔도? 남자 눈썹 정리의 모든 것 카드 닫기 #NOW,Negative,0.007511298172175884,0.99248868227005
547,남자가 토너 스킨 구분하는거 첨 봄,Negative,0.07875993847846985,0.9212400913238525
548,"훈수두면서 평범하게 ""패션"" 관련 갤에서 옷질하는사람 개꼽주고 그러다 좀 안좋은 여론 형성되어서 그루밍족이 까이면 바로 ""그루밍도 안하면서 옷질하는 찐따갤 ㅉㅉ"" 이런식으로 어그로끄는 새끼들이거든요...",Negative,0.007941585965454578,0.9920583963394165
549,ㄷㄷㄷ 무서워서 살수가 없네 - dc official App,Negative,0.05356694385409355,0.9464330673217773
556,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=plastic_s&amp;no=4034658"" target=""_blank""><b>그루밍족</b> 이벤트가격 진짜냐?</a>",Negative,0.06248345971107483,0.9375165700912476
560,"<a class=""tit_txt"" href=""https://gall.dcinside.com/mgallery/board/view/?id=transferlove2&amp;no=316850"" target=""_blank"">규민이는 클오쓴다는거부터 심상치않음</a>",Negative,0.03514768183231354,0.9648523330688477
561,"<a class=""tit_txt"" href=""http://gall.dcinside.com/board/view/?id=muhan&amp;no=2417401"" target=""_blank""><b>그루밍족</b> 아닙니다.</a>",Negative,0.0678563266992569,0.9321436882019043
564,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=divination_new1&amp;no=1634576"" target=""_blank"">아무리 생각해도 남자가 화장하는건 진짜</a>",Negative,0.044186390936374664,0.9558135867118835
578,좆별하는 그루밍족 다 읍냐 같아서 이상해,Negative,0.003805462270975113,0.9961945414543152
580,한동훈 그나이에 그루밍족이냐,Negative,0.001569509506225586,0.9984304904937744
581,여기 병신들은 이자 줄이면 여자랑 사귄다는 착각함?,Negative,0.015375923365354538,0.9846240878105164
582,도와줘요 삽갤 그루밍족,Negative,0.021309329196810722,0.9786906838417053
584,그루밍족 이신가 ㅋㅋ,Negative,0.11263751983642578,0.887362539768219
585,게이들이 잘생긴건 아닌데 대부분이 그루밍족임 안꾸미면 개좆병신됨,Negative,0.10631982982158661,0.8936801552772522
588,나 갤주들때문에 그루밍족 된거 같다...,Negative,0.0926557332277298,0.9073442816734314
590,그루밍족 싫어,Negative,0.002645687432959676,0.9973543286323547
592,162cm 남 : 그루밍족은 이만!!,Negative,0.007199426181614399,0.9928005933761597
593,여자애들 인싸가 많은 이유가,Negative,0.003239911515265703,0.9967600703239441
594,현직에 그루밍족 있냐,Negative,0.011838329955935478,0.9881616830825806
597,공무원에도 그루밍족 있냐,Negative,0.013823926448822021,0.986176073551178
600,암컷이 아니라 그루밍족이다,Negative,0.012195393443107605,0.9878045916557312
603,그렇다고 자연인ㅌㅊ한남콘이 좋단건 아냐,Negative,0.012422343716025352,0.9875776767730713
605,눈썹 그림?,Negative,0.017200201749801636,0.9827998280525208
606,건 남자랑 똑같은거야. 누가 나이 먹을대로 먹고 이기심으로 똘똘 뭉친 30대 아저씨를 좋아하겠노 한녀 무시하지마라. 한녀들 안 죽었다 화이팅하자 이기야 그럴수록 대출 더받아서 영끌 가즈아 그루밍족 가즈아,Negative,0.01754755899310112,0.9824524521827698
610,사람들 시선이 신경 쓰이기 때문에 더 번듯하게 하려고 한다 사회시선을 알다보니 최대한 멋있게 보여야한다는 의무감 같은 것도 있음 찌질하게 다니면 솔직히 좁은 바닥에 소문나고 안좋게 본다 평균적인 커트...,Negative,0.038046643137931824,0.961953341960907
613,"존못이니 갤주들 보기 미안해서 뷰티 유튜버들 영상 보고 외모 좀 꾸며볼려고 관심 가진 이후로 클렌징폼, 바디로션, 보습 크림, 미스트, 핸드크림, 향수 이런거 존나 관심 가네... 예전엔 그냥 비누로 세수하고...",Negative,0.025590188801288605,0.974409818649292
614,한달만에 다시 더러워짐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Negative,0.0019015404395759106,0.9980984926223755
615,남자가 너무 꾸미면 왤케 거부감 드냐. 내 본진이 옷을 맨날 돌려입는 것도 입덕 요소 중 하나임. 장신구 주렁주렁하고 귀 뚫고 화장하는 거 별로. 촬영이나 결혼식 같은 특별한 날 아니면 못 봐주겠음. 머리...,Negative,0.0013471344718709588,0.9986528754234314
616,화장하고 그런건 아니고 얼굴 점 빼고 눈썹 문신하고 브라질리언 왁싱하고 머리스타일도 좀 안해봤던거 해보고 할 예정 근데 다 첨해보는것들이라 정보가 없어서 좀 불안함,Negative,0.0837494283914566,0.9162505269050598
617,162면 그냥 그루밍 하지마라,Negative,0.015257312916219234,0.9847427010536194
618,"없는 경우가 많아 그런데 이제 결혼을 강제하는 분위기에서 차츰 벗어나고 욜로족이 등장하니까 남자 그루밍족이 등장하더라구 남자도 돈쓰면 쓸수가 있음 단지 그동안 가스라이팅 오지게 당해서 인싸에, 돈...",Negative,0.010975913144648075,0.9890240430831909
622,"요즘 젊은 남자들 자기 얼굴,옷,몸 꾸미는 사람들 종종 있잖아.그런 남자 공무원들 있음?",Negative,0.02096915803849697,0.9790308475494385
623,피부관리 제모 좆되게 하긔 읍냔줄 알았는데 봊못사 걸려서 그루밍족으로 생각중이긔,Negative,0.07440929859876633,0.9255907535552979
624,아저씨 살 장착하고 네일받고 발 관리받고 하는건 아무짝에 쓸모없지않냐? 체고의 성형은 웨이트거늘 - dc official App,Negative,0.006202604155987501,0.9937974214553833
627,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=m_entertainer_new1&amp;no=1971218"" target=""_blank"">좆별하는 <b>그루밍족</b> 다 읍냐 같아서 이상해</a>",Negative,0.1248461902141571,0.8751537799835205
629,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=drama_new3&amp;no=5394037"" target=""_blank"">한동훈 그나이에 <b>그루밍족</b>이냐</a>",Negative,0.059173475950956345,0.9408265352249146
639,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=drama_new2&amp;no=13385142"" target=""_blank""><b>그루밍족</b> 싫어</a>",Negative,0.07355496287345886,0.9264450669288635
641,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=streetwomanfighter&amp;no=519019"" target=""_blank"">162cm 남 : <b>그루밍족</b>은 이만!!</a>",Negative,0.04479388892650604,0.9552061557769775
653,일본인이 다 오타쿠만 있는 것은 아니다 일본에도 그루밍족이 많다,Negative,0.0464090071618557,0.953590989112854
654,그루밍족 갤러리...,Negative,0.004035445395857096,0.995964527130127
655,그루밍족 어플 저거 죄다 브로커인가보네,Negative,0.011281892657279968,0.9887180924415588
657,류삼영 그 경찰아재 그루밍족인가 봄,Negative,0.09128668904304504,0.9087133407592773
660,남자안면윤곽 원래 드라마틱한 효과없냐??;; 그루밍족 후기보는데,Negative,0.04023387283086777,0.959766149520874
662,[기사] 그루밍족 즌드언 장사,Negative,0.021960310637950897,0.9780396819114685
664,게이들은 남자가 외모관리로 돈쓰는걸 게이같다 하는데,Negative,0.07117846608161926,0.9288215637207031
666,그루밍족 너무ㅅ 씹스러움..,Negative,0.11913895606994629,0.8808611035346985
667,졌잘싸인데 아무리 생각해도 유격 빠는건 정신병 맞는듯,Negative,0.100342757999897,0.8996572494506836
668,자기 가꾸고 꾸미는 아저씨들 칭하는 말이 그루밍족 맞나,Negative,0.014575975015759468,0.9854240417480469
670,한남 상태가 칼훈의 쥐실험 마지막 단계임,Negative,0.0911758691072464,0.9088241457939148
671,영철이 화장도 하능거 같던데,Negative,0.026198238134384155,0.9738017916679382
672,그루밍족 ㅅㅂㅋㅋㅋㅋㅋㅋ,Negative,0.08208636939525604,0.9179136157035828
673,곰차장 시발년아,Negative,0.06465104967355728,0.9353489875793457
674,그루밍족들 죽통수치 max네...,Negative,0.09886245429515839,0.9011375904083252
677,왜 자꾸 촌티난다고 구래 본인도 그거 알고 엄청 꾸미는거 같던데 꾸미는걸 보란말이야 검정고무신 너무 마상일듯 신발 옷은 기본값이라고 해도 팔찌까지 명품으로 했는데 검정 고무신 ㅋㅋㅋㅋㅋㅋ 정민 여기...,Negative,0.12229219079017639,0.877707839012146
683,머리정리하고 옷 멀쩡한거 입고다니는거 도태된 사람 아닌이상 당연한 예의인데 자댕이들이 하면 '그루밍족'씩이나되고 여자들이 화장 좀 안하고 머리 짧게치면 탈코메갈련이라고 부르면서 개자들거리노 진짜 씹...,Negative,0.049631956964731216,0.9503679871559143
684,그루밍족 많아지면 많아질수록 내 외모 백분위 낮아지니까 외모에 신경끄거라 ^^ - dc official App,Negative,0.11797446757555008,0.8820255398750305
685,기본카메라로 찍은놈들는 뭐 전이나 후나 별 차이가 없냐 어플은 거르고 안보고 잇거든,Negative,0.0016445027431473136,0.998355507850647
686,외모관리하는 남자들을 그루밍족이라 한다던데 존나 한남 자기모에화 같음 커여운 냥이를 어디다 부벼,Negative,0.0013650141190737486,0.9986349940299988
687,"도언 장사 그루밍족일세,, 역시 남자는 가꾸기 나름 으욕~ 의욕입니데이",Negative,0.010749371722340584,0.989250659942627
691,자집자집함,Negative,0.026045002043247223,0.973954975605011
692,원 넘게 쓴 것 같은데 아 시즌중에 자리는 많음 ㅋㅋㅋㅋ 이건 타팀 대비 대체불가 인정. 일로 비교하자면 그루밍족 다니는 회사에는 일도 존나게 못해서 동료직원 힘들게 하고 개선의 의지도 없고 회사 내부...,Negative,0.0014274247223511338,0.9985725283622742
695,못 하고 번식욕을 완전 상실하게 됨 인구가 줄어 환경이 복구 된다해도 젊은시절 경험으로 인해 부양의지를 되찾지 못 함 대충 그루밍족 되었다 이기 이것도 감응유전처럼 유사실험 취급 받는것도 똑같네 ㅋㅋㅋ,Negative,0.002252766629680991,0.9977472424507141
698,화환 좀 그만 달라해 그루밍족 씹새끼야,Negative,0.03914833068847656,0.9608516097068787
699,담배빵 맞자 걍 ㄹㅇ,Negative,0.011135954409837723,0.9888640642166138
704,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=plastic_s&amp;no=4571092"" target=""_blank""><b>그루밍족</b> 어플 저거 죄다 브로커인가보네</a>",Negative,0.12854471802711487,0.8714552521705627
709,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=plastic_s&amp;no=4609729"" target=""_blank"">남자안면윤곽 원래 드라마틱한 효과없냐??;; <b>그루밍족</b> 후기보는데</a>",Negative,0.05795831233263016,0.9420416951179504
716,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=sh_new&amp;no=4050576"" target=""_blank"">졌잘싸인데 아무리 생각해도 유격 빠는건 정신병 맞는듯</a>",Negative,0.04126483574509621,0.9587351679801941
