,comment,sentiment,positive,negative
150,역시 ㅎㅎㅎㅎ후니언님은사랑입니다남자가화장하는건죄가아닙니다그냥꾸미는게취미일뿐 ㅎ,Positive,0.9788424372673035,0.02115756832063198
151,ㄹㅇ 자기 모습 관리 하는 남자들 호감이고... 멋져보여요 홧팅,Positive,0.9975976943969727,0.0024023549631237984
152,와 근데 레오제이님 말 진짜 잘한다...,Positive,0.9908817410469055,0.00911820586770773
153,응원합니다!!!,Positive,0.9959704875946045,0.004029488191008568
156,솔직히 안하는 남자보다 100배 좋음ㅎㅎ,Positive,0.9983312487602234,0.0016687271418049932
157,잘생겼다고 자기관리 안하는사람보다 못생겨도 자기관리잘하면 더멋있숨..,Positive,0.9916565418243408,0.008343495428562164
158,16살때 누나가화장해준다해서시작한게벌써12년ㅋㅋㅋㅋ처음에화장한내모습보고내가뻑이가그때부터시작 근데..진짜여자나남자나화장하면확실히얼굴이달라짐..내가많은남자들을화장에세계로전도했지ㅎㅎ 자기을가꾸는거좋은거예요ㅎㅎ,Positive,0.9898601174354553,0.010139876045286655
159,제발 남자가 화장한다고 욕 할 생각과 시간이있으면 거울보고 자신부터 챙겨서 우리의 눈을 지켜줬으면,Positive,0.878657341003418,0.12134263664484024
161,남자도 꾸며라 뭐라 하시는분들 그것도 문제라고 생각하는데.. 본인이 꾸미든 말든 그냥 자기 선택인건데 꾸미든 안꾸미든 타인이 왈가왈부 할 이유가 없음,Positive,0.9816880822181702,0.01831192895770073
164,진짜너무멋져요 ㅠ-ㅠ 옳은말뿐이네요,Positive,0.995747983455658,0.0042520249262452126
165,"진짜 구구절절 옳은말만하심... 사실저도 학습된 남성성, 여성성이라는게 존재하는지라 남자분들 화장하는거보면 약간 불편하고 그런데 반성하고 고쳐나가야겠어요ㅎㅎ.. 힘내시길바랍니다",Positive,0.9829880595207214,0.017011918127536774
166,남자는 꾸미면 안되고여자는 꾸며야 정상인가?남자뷰티유튜버들은다 개성있으신거 같아욤잘생겼어욤~♡,Positive,0.9954806566238403,0.004519360139966011
167,응원합니다!,Positive,0.995698094367981,0.004301926586776972
170,후니언님이 얼마나 좋으신분인데! 내가 제일 좋아하는 뷰티 크레이터인데ㅠㅠ,Positive,0.9981784820556641,0.0018214710289612412
172,화장한다는건 자기관리를 철저히 한다는 거죠 근데 그거에 대한 인식이 부정적이다는게 슬프네요 ㅠㅠ현실..,Positive,0.8905072808265686,0.10949274897575378
174,레오제이 사랑훼!!!!!!!!!!!!!!!!할아버지되서도 노인정가는 메이크업 올려줘여!!!!!!!!!!!!!!!,Positive,0.9977136254310608,0.002286380622535944
175,ㅋㅋㅋㅋ후니언님 웃음소리 넘나조흥것ㅋㅋㅋㅋㅋㅋ,Positive,0.9946023225784302,0.005397672764956951
176,"전 화장하는 사람은 남자던 여자던 정말 멋있고, 아름답다고 생각해요!",Positive,0.9530156254768372,0.04698435962200165
177,난 화장잘하고 자기관리 잘하는 남자도 엄청 멋있어보이지만 화장품이 뭔지도 모르는 남자가 너무귀여움진짜ㅜㅜㅜㅋㅋㅋㅋㅋㅋㅋㅋ 남친이 틴트만지면서 이거 입술에바르는거..... 이거는 그 아이섀도??... 이러면서 아라 만지작거리는데 깨물어줄뽄 ㅡㅡ,Positive,0.9804494976997375,0.019550517201423645
179,저렇게 자기자신을 가꾸는게 멋있는 거지,Positive,0.9921073913574219,0.00789263378828764
181,화장 잘하는 사람들 넘 좋구...부러워...햝..,Positive,0.9486064910888672,0.05139348655939102
182,편견 없는 세상에서 살고싶다,Positive,0.9974865317344666,0.002513454295694828
183,남자에 대한 편견과 여자에 대한 편견을 깨야 할것같네요~,Positive,0.9972498416900635,0.0027501138392835855
184,화니님!!!!너무 멋있어요~ 저 같은 경우는 진한 화장을 하는 남자를 좋아하진 않아요근데 진한 화장을 한 여자도 좋아하진 않거든요 그거처럼 남자도 여자도 적당히 보기 좋게 가꾸는게 가장 이상적인것 같아요^^,Positive,0.9920896291732788,0.007910371758043766
185,여자남자 성별을 떠나서 나 자신을 꾸밀줄알고 관리하는건데 꼭 하지도않는사람들이 일침을 날리고 욕하더라고요ㅋㅋㅋㄱㅋ 지들앞가림이나 잘하지는;;,Positive,0.9058879017829895,0.09411212801933289
188,옳은말 대잔치☆,Positive,0.957736611366272,0.04226337745785713
190,이영상보면서 좋아요누르고 진짜 나도 하고싶은말 : 남자의 아름다움도 여자의 아름다움에 비교할 수 없는 아름다움이다.  그리고 그 아름다운 기준은  절대다수가 공식이나 채점처럼 판단하고 결정하는 게 아니라 개인의 개성에 따라 달리 표현되고 결정나는 문제.나는 여자로서 남자의 아름다움에 가치를 느낀다.,Positive,0.997646689414978,0.002353327115997672
192,진짜 멋지다,Positive,0.993698239326477,0.006301785819232464
198,꾸미는 남자 멋지다 !!!!,Positive,0.9871458411216736,0.012854183092713356
200,전 남자뷰티크리에이터들이 더 생겼으면 좋겠어요ㅜㅜ 다들 제가 구독하는분들인데 힘내세요,Positive,0.9944833517074585,0.005516689270734787
202,자기자신 가꾸는 모습 멋있어요. 그게 화장이든 운동이든. 누군가의 겉모습을 지적질하는것 예의에 어긋난다고 생각해요. 남이 화장을 떡칠을하든 성형을 해사 갈아엎든 그건 당사자 마음이고 거기에 지적질할 권리는 없다고 생각하니다. 많은 남성분들 여성분든 남의 시선 신경쓰지말고 자기를 가꾸고 관리하셨으면 좋겠어요. 또 그걸 터치하지않는 사회가 되었으면 하네요,Positive,0.9967342615127563,0.003265721257776022
203,와 진짜 멋있다,Positive,0.9902731776237488,0.009726837277412415
205,아 말하는거 개멋지다ㅠㅠㅠㅠ,Positive,0.9980599284172058,0.0019400594756007195
206,멋있습니다! 정말 멋져요!,Positive,0.9929255843162537,0.007074442226439714
208,다구독하고있는분들이고얻는정보도엄청어마어마한데너무힘들어하시지않으면좋겠슴당!♡,Positive,0.9973050355911255,0.0026949576567858458
