star,comment
5,신랑이 칙칙해보이는 피부때문에 발라보라고 구매했는데 잡티커버도 되고 자외선 차단도되고 피부톤이 확실히 살아보여서 좋아요^^
5,저희 가족이 다 피부가 까만편이라 피부가 콤플렉스였는데 남자인 오빠도 그랬는지 남자비비에 관심을 보이길래 선물해줬어요 처음엔 어색해 하다가 얇게 발라도 되서 답답하지도 않고 피지가 많은편인데 번들대지도 않아서 좋아하네요 자외선차단도 되고 선크림바르듯 매일 잘사용하네요 선물하고 뿌듯합니다ㅎ
5,제형이 좋아서 부드럽게 잘 펴져요 신랑 주려고 구매했는데 만족스럽네요 가벼워서 차에두고 사용한다고 하네요 ㅎ
5,남편이 비비크림 사고 싶다고 해서 서칭하다가 마음에 들어서 구매했어요ㅋ 발림성도 좋고 피부 톤에 딱이네요 감사합니다
5,남성전용 올인원 비빅크림 입니다3중기능성 화장품 이구요끈적임없이 산뜻하고미백ㆍ주름개선ㆍ자외선차단 기능이 있어요
5,향도좋고 커버력 좋고 남성전용이라 피부에 흡수력도 발림도 좋아요 수분감도 충분히 있어서 당김없고 촉촉해요
5,아들래미들한테 해줄려고 구매했어요ㅎㅎ 톤보정도 자연스럽게 잘되고 자외선차단지수가 높아서 아주 좋아요ㅎㅎ 잘 쓸게요ㅎㅎ
5,선크림만 바르는데 너무 하얗게 되서 잘 안 쓰게 되더라고요이 제품은 발림성도 좋고 자연스럽게 바를 수 있어서 좋았어요^^
5,비비크림이라고 해서 너무 허옇게 되지않아서 좋은 것 같아요~ 자연스럽게 톤업되고 커버력도 나름 괜찮아가지고 좋은듯해요 ^^ 특히 다크서클 가리고 주근깨 기미 가리는데 좋아서 영업직 하시는 분들한테 추천해드리고 싶네요~ ㅎ이번에 조카가 취업해가지고 선물로 하나 사줬슴니다~ 굉장히 만족스러워하네요 센스있는 선물이라고~ ^^
5,컬러가 자연스러워요 피부좋아보이네요선크림찾다가 발견해서 한번 사봤는데앞으로 계속 바르고 다녀야겠어요훨씬 더 낫네요이래서 메이크업을 하는거군요사람이 산뜻해보이네요향은 뭐 별로 느껴지지 않을 정도예요은은하네요부드럽게 발리고 좋습니다중요한 자리에 갈때 바르고 가면 더 좋은 결과가 있을 거 같습니다
5,"요즘 다들 비비정도는 챙겨바르고 다니더라구요.디자인, 성능, 가격 전부 추천할만한 아이템이에요.데일리로 추천해요!"
5,사이즈도 적당하고 휴대하기도 편하고 좋은것 같습니다. 올인원이라서 비비도 되고 썬크림도 되어서 좋네요
5,남자도 관리를 해야 한다는걸 요즘 매우 느낍니다자외선차단과 커버까지~바르고나서  피부톤이 확실히 살아납니다
5,선크림이랑 기능이 같이있어서 좋네요비비가 티가 많이 안나고촉촉하게 잘발리는것 같아서 좋아요
5,요즘엔 실내에서도 썬크림은 필수로 발라야 한다고 하잖아요.남동생이 피곤해서 그런지 얼굴에 다크써클이랑 트러블 자국이 계속 올라와서주말 미팅 가는데 신경쓰이는지 비비크림을 찾기에 남자 전용으로 주문해 줬어요.순하고 자극 없이 얼굴 깔끔하게 케어하기 너무 괜찮은거 같아요. 남동생도 마음에 들어 하네요.
5,남친 선물했는데 넘 좋아하네여 얼굴색도 잘 받고 발림성도 넘 좋아서 잘 쓰고 다녀요 ㅎㅎ 좋아요!!
5,옴므 팩트보다는 좀더 자연스러운 느낌입니다.평소에 바르고 다녀도 될만큼 자연스럽네요. 남성 전용이라 좋아요
5,"옴므용이라서 좋아여역시 남성 피부톤에 맞추고, 너무 진한 파데도 아니고자연스럽게 꾸밀수 있어서 좋습니다"
5,자연스러워서 맘에들어요 주름 미백까지 케어 해줘서너무좋고 향기도 괜찮고 자극도없고 좋습니다.
5,폴메디슨 제품으로 전제품 맞추려고 구매했어요.순하고 자극없는 제품인것같아요.잘쓸게용 !! ㅎㅎ
5,"현직 메컵아티스트로 일하고 있는데, 급하게 낼 출장이 잡혀서 로켓배송되는 제품 중에 묻어나지 않는 제품이라고 해서 구매해봤어요~ 일반 사람들도 사용하기에 좋은 제품인 것 같아요! 요즘 남자분들도 일상에서 비비크림 많이 바르는데 이 제품은 자외선 차단도 되서 일석이조 입니다 !"
5,피부톤하고 잘맞고 끈적임없이괜찮아요 촉촉하니 오래가는편이고요 트러블이나 자극도없어서 좋네요
5,와 이거 바르니까 정말 자신감이 붙네요 ㅎㅎㅎ인상이 훨씬 깔끔해보이고 피곤해보이지도 않아요사용감이나 발림감도 좋고 가볍고 피부도 편하네요자외선 차단 피부미백 주름관리까지 된다니챙겨바르고 다니는 중입니다친구가 쓰는데 좋아보여서 저도 하나 구매했는데마음에 드네요주변에 소개하겠습니당 ㅋㅋ
5,색도 약간흐려서 자연스럽고 괜찮아요 끈적이는거없고 부드러워요 간만에산 비비중에 젤맘에드네요
5,남자친구가 피부가 홍조도 심하고 모공도 넓어서 외출할 때 비비크림 바르고 나가는데 선물로 구매했어요~이번에 구매한 이 제품은 끈적이거나 번들거림 없이 매트하고 보송하면서 수분감은 있어서 맘에 들어하네요발림성도 부드럽고 한톤 업해주면서자연스러운 커버까지..남자들이 바르기 딱 좋아요!
5,남편이 얼굴이 흰편인데도 잘맞아요!첨에 비비에다 옴므라 너무 어둡지 않을까했는데 자연스레 색상 안착되네요.무엇보다 꾸덕한 질감이 아니라서 좋다고 몇번을 말하네요~산뜻하고 SPF50이라 썬크림 대용으로도 너무 좋은 것 같아요.오자마자 뜯더니 바르고 출근하네요ㅎ발림성도 좋아요!
5,남동생이 면접을 보러다니고있는데본래얼굴이 좀 까무잡잡하고 칙칙하게 보여서 대신사줬어요~제가 옆에서 지켜봤는데 비비크림 색상이 자연스러워서너무 허옇게만되지도않고 딱 보기좋게 피부톤을 잡아주네요동생말로는 마스크에도 잘안묻는다하구요ㅎㅎ괜찮네요
5,군대간 조카가 휴가 나와서 들어가기 전에 챙겨주려고 주문했어요.요즘엔 군대에서도 썬크림 꼭 바른다길래 빠르게 흡수되면서 자외선 노출 줄여줄 수 있는 비비크림으로 주문해 줬는데 조카가 무지 좋아하네요. 얼굴도 깔끔해 보이고 자연스럽게 피부톤에 찰떡같이 밀착되는게 쓰기 편하네요.
5,이전에 쓰던 옴므 비비크림은 쉽게 들 뜨고 건조하면서 바른 티가 너무 낫는데이건 피부에 찰떡같이 잘 맞고 오래 유지되서 좋더라구요 ^^거기다 선케어까지 가능해서 정말 맘에 들어요요즘 이 비비만 바르고 나가는데 피부 왤케좋냐는 소리도 들을정도 ㅎㅎ앞으로도 꾸준히 쓸 제품입니다 추천 추천!
5,자극적이지 않고 부드러운 텍스춰는 물론 커버력도 굉장히 좋은편이에요 특히나 인위적으로 하얗게 둥둥 뜨는게 아니라 자연스러운 톤업이 최고로 좋은것 같애요아침마다 신랑얼굴이 비비크림발라주는데기존에 쓰던것 보다 더 부드럽고 촉촉하면서도커버력은 좋아서 마음에 듭니다~
5,가족 사진 찍을때 남편 발라주려고 샀어요!그리 크지 않은데 왜 대용량이냐 싶었는데..엄청 적게 짜서 써도 되네요.!작은 양으로도 충분히 커버 가능해서 오래 쓸것 같구요.허옇게 뜨는 비비 아니예요~  살짝 어두운 살색이라 비비바른티 확 안나면서 보정은 좋네요! 그리고 무엇보다 넘 촉촉해요.
5,진짜 바르는거 귀찮아서 안챙겨바르다가이건 썬크림과 비비를 한번에 쓸수 있어서 구매하게 되었습니다발림성이 부드러워좋고두껍게 발리지않으니 자연스러워서 더욱 좋은것 같습니다휴대하기도 딱 좋은 크기에요잘 쓰고 있어요가격대비 진짜 좋은상품같아요추천합니다!
5,남편이 같이 나갈 때 좀 칙칙해보여서 ㅋㅋㅋ좀 꾸미고 다니라고 사줘봤어요 나갈 때 발라주니까 가만히 있어서 제가 발라주는데 바르니 산뜻해보이고 훨씬 나아요가벼운 선케어까지 되더라고요여자만 꾸미지말고 남자들도 꾸미고 다녔음 좋겠어요 ㅎㅎㅎㅎ생얼보다 자연스럽게 밝아져요
5,"요새는 남자들도 살짝 비비크림이나, 미백로션 많이 사용하잖아요. 그래서 남편한테 늘 구매해서 바르라고 시키긴하는데, 와이셔츠빨때마다 다 묻어있고 잘지워지지도 않아 스트레스였는데, 이건 묻어남이 하나도없고 마스크에도 안묻는다고하네요ㅋㅋ가격대비완전 만족해요!!"
5,"선크림이랑 같이 되는 비비크림이라 사봤네요 얼굴도 점점꺼매지고 주름까지 생기는게 은근스트레스였는데 이건 올인원이라고 자외선차단과 피부미백, 주름관리까지 해준데서 믿고 샀네요로션처럼 바르기도 편하고 피부는 살짝 예민한편인데 자극없어 쓰기 편하네요"
5,남성용이라 여성용보다는 훨씬 자연스러운 컬러네요!!남자들도 양 조절해가면서 쓰기 좋을꺼같아요 ㅎㅎ묻어남도 심하지 않고 남자가 여자비비 쓰면 색 되게 어색한데 요건 남성용이라 피부에 찰떡이에요 ㅎㅎ목 경계만 잘 신경써주면 아주 자연스럽고 깔끔한 피부로 연출 가능할듯!
5,"개인적으로 남자가 무슨 비비크림이냐라고 생각하고 살았는데, 요즘은 남자도 잘 가꾸어야한다고, 자꾸 주변에서 이야기 많이해서 한번 도전해보았습니다 !확실히 피부톤이나 한층 더 밝아지니 이미지 개선에도 많이 도움되네요 게다가 썬크림 효과까지 같이 있으니 굳굳 !"
5,피부가 울긋불긋하고 모공이조금큰편이라 주문해봤는데 컬러감도 괜찮고모공이 끼이지 않아서 좋네요 컬러는 너무 남자꺼라고 어둡진 않을까 헀는데 적당히 제 피부색이랑 잘 믹싱되는것 같고 데일리로 바르기에 너무 인위적이지 않고자연스러워서 좋은것 같아요
5,남자도 간단하게 피부결정도는 정리해한다고 주문해달라고해서 선물했어요.톤업이랑 약간의 피부결 커버정도만했는데 깨끗해보이고화사해보이네요.피부도 촉촉하고 윤기있어보여 안바른것보다확실히 나아요.끈적이거나하지않아서 잘 바를수있다고해요~
5,"우선 끈적함이 없어 맘에 드네요. 향도 좋구요.원래 피부에 끈적함이나 뭔가 답답한 느낌 때문에 BB나 썬크림류를 잘 쓰지 않았는데, 요건 그런 느낌이 없고 바르고 나면 산뜻한 느낌이라 잘 쓸 것 같아요 :)참고로, 아주 조금만 짜서 써도 충분 해요ㅋ"
5,얼굴에 바를때는 조금씩 바르면서목과 비교를 잘 해봐야겠어요 ​피부가 좀 하얀편이라 많이 바르면목은 하얗고 얼굴은 누렇게 되겠네요 ㅋㅋㅋㅋㅋ​자외선 차단효과도 있는 BB 크림 바르고 좀 더 멋져지면 좋겠네요 ^^
5,친남동생 주려고 샀어요제가 발라보니 다른거처럼 들뜨지 않네요피부색에 잘 스며드는거같고 괜찮은거같아요!다른거는 비비크림 바르면 끈적거려서 디게 갑갑한 느낌도 드는데 60ml라 용량도 크고 근데 사실 동생이 얼큰이라 사쓰고나면 또 사줘야겠어요!!
5,제 남편 얼굴 관리가 필요해서 찾아보고 구매했어요!출근할때 선크림을 따로 바를 필요없이 이것만 바르고 출근하면 끝!유통기한도 2023.11.15까지 굿굿굿!남편도 바를때 끈적거리는것도 없고 들뜨는게 없다고 좋아합니다.!저는 옷에 안묻어나는게 좋네요 ㅋㅋ
5,동생이 어디서 이상한 비비바르고 얼굴계란처럼 다니길래 하나 사줬습니다 =_= 호수가 없는거같아서 톤이맞을까 걱정했는데 자연스럽고 무엇보다 하얗게 안뜨네요지가 손으로도 발라보고 퍼프로도 발라보고 맘에드나봐요 ㅎ0ㅎ용기도 시크한게 아주 멋스럽습니다
5,남편이 한번 써보고싶다고해서 자연스러운걸로 찾다가 구입하게됐어요.테스트해보니 남자들 얼굴톤에 튀지않고 발림도 촉촉하니 괜찮네요.남편도 화떡느낌없이 자연스러워서 좋데요ㅎ제가 쓰기엔 톤다운크림으로 딱일듯싶어서 몰래 좀씩 쓰려고요.
5,오늘 새벽배송받고남편피부에 살짝 발라주었어요.요즘 자전거타느라 자외선차잔제가 필요했는데요거 물건이네요~~들뜨지도않고 자연스럽게 발리고좋네요~이제 봄햇살이 쨍쨍해질텐데폴메디슨 옴므 올인원비비크림으로신랑피부 지켜줄수있겠어요~
5,남동생이 요즘 관리하는데 눈을 떠서비비크림 이것저것 물어보길래찾아보고 주문해줬어요로켓배송이라 바로 받았고 발랐을 때 티가 많이나는게아니라서 처음 바르시는분들도 괜찮을것같아요자외선차단도 하고 적당히 피부보정도 가능!!
5,촬영가는데 남편은 메이크업을 따로 받지않아 제가해주려고 구매했어요^^잡티가 좀있어 가릴겸 피부보정겸 샀는데 딱이에요 ㅎㅎ 자연스럽게 커버 너무잘되고 하얗게 뜨는거없이 남자 비비로 딱 좋네요 !! 잘샀어요 ㅎㅎ남편도 처음엔 뭔 비비냐하더니 만족해하네요 ㅎㅎ
5,하얘지는 제품은 아닙니다 호수로 따지면 23 ~ 25호 사이로 보이네요자연스럽고 끈적이지않고 매트한 편에 속합니다
5,신랑이 쓰던 비비크림 다써서 주문했어요쿠팡이라 그런지빠르게 왔구요 솔직히 코 부분이랑 턱부분이 들뜨고 지속력이 안좋은 남성 제품들이 많아서여러개 써보는 편인데 컬러도 인위적이지않고자외선차단기능도 있어서 좋네요잘산거같아요
5,자외선자단기능도 있고 촉촉하고 부드럽게 잘 펴발리고면도하고 난뒤에 턱 수염에삐죽삐죽 엉키지 않아좋은것 같아요발림성이 좋고 피부가 들뜨지않네요 몇개 쿠팡에서 남성비비추천하는거사봤는데 이것만큼 마음에 드는건 없는듯합니다
5,남자친구가 저랑곧 상견례하는데...남자잡티가릴정로 용도로 저렴하게 구매를했습니다 배송도빨리오고~ 너무좋네요  색이진하지않아서 너무좋았어요  색이진할까봐 걱정했는데  다행히도  색이진하지도않고 잡티가릴정도여서 티도안나네요^^
5,요즘 마스크 때문에 남친 피부가 많이 안좋아져서 선물로 줬는데 바르니까 피부도 더 좋아보이고 잘 생겨 보여요 ㅎㅎㅎ썬크림 기능도 있어서 썬크림 바른다 생각하고 바르라고 하니 비비크림이여도 거부감없이 바르는데 다 쓰면 또 재구매할게요!
5,과하지 않으면서 번들거림없어서 좋아요. 얼굴하고 목도 경계선없이 자연스럽게 표현되고 모공끼임이나 잡티도 자연스럽게 커버되서 조으네요.아침에 발라도 저녁까지 유지될정도로 유지력좋구 백탁현상없어서 동동뜬 느낌도 없어요ㅋ
5,용량도 많은 편이고 넉넉해서오랫동안 쓸 수 있을꺼 같아요고객초접점에서 업무를 하는지라마스트를 착용해도 매일 bb크림 바르고다니는데 자외선차단지수도 높고배송도 빠르게 와서 좋습니다 유통기한도 넉넉한게 마음에 드네요~
5,남성팩트 썼었는데 양이 적어 오래못쓰는거같고 가격도 비싸서 비비로 갈아탔어요 제가 피부가 어두운편이라 자연스러운 비비를 찾고있었는데 다행히 티가 안나네요ㅎㅎ 이제 날씨도 따뜻해지는데 선크림대용으로 바르기 좋을거같아요
5,이제 날도 따뜻해지고 봄볕에 탈까봐 썬크림만 바르기좀 그래서 썬크림겸 남편 사줬어요. 살짝 얼굴에 발랐더니 확실히 남자피부지만 화사함이 느껴지네요. 남편도 만족합니다~ 울남편 결혼식때 얼굴이 잠깐 생각났네요ㅋㅋㅋ젊어짐!!ㅋㅋㅋ
5,기존에 쓰고 있던 신랑 비비크림이단종이 되어서 로켓배송으로 주문했어요폴메디슨 샴푸도 쓰고 있기 때문에 이 브랜드 제품 괜찮겠지 싶어서주문했구요 배송도 굉장히 빠르고 좋네요 자외선차단지수도 굉장히 높아서마음에 들어요~
5,남동생이 대신 주문해달래서 샀어요!받자마자 직접 테스트 해보니 굿. 발림성도 좋고 유분기 전혀 없고 산뜻하니 좋네요매일 제가쓰는거 뺏어 바르다 써보더니 좋아합니다발랐을때 자연스러워서 보기좋네요!
5,남편이 자꾸 제 비비를 바르는데 톤이 안맞아서 사줬어요 끈적임도 없고 마스크에 크게 묻어나는 거도 없다고 좋아하네요 적은양으로도 잡티커버도 되고 하루종일 기름지지않고 산뜻해요 양도 많고 가격도착하고 괜찮은거 같아요
5,썬크림이 다 떨어져서 알아보다가 폴 메디슨 비비크림으로 구매했어요. 썬크림은 기본이고 주름개선과 미백 효과도 있다고 하니 저한텐 딱이더라구요.촉촉하고 산뜻하게 피부에 잘 발리고 지속성도 좋아요
5,일하면서 기름기 많은 피부라 비비크림으로 커버하라고 구매해줬는데 촉촉하고 커버잘되네요 소량만 짜도 커버력이좋아서 상당히 맘에듭니다.뾰루지돛잘가려지고 자주발라도 자극없다고 좋아하네요^^비비크림잘산것같아요!!
5,남친선물용이에요 ㅎㅎ 어차피 내가 줄꺼라 은박지도 뜯고 ㅋㅋ 별로면 안주려고 발라봤는데 티도안나고 괜춘 ㅋㅋ 차단제 대신 사용하라고 해도 괜찮을꺼 같을정도! 발렌타인데이에 초콜릿하고 같이 줄려구요 그래도 발라서 좀더 이뻐졌으묜 ..ㅎㅎ
5,남자친구가 진짜 맨날 백탁 현상 개쩌는 이상한 비비바르고 오길래 이거 사줬어요드디어 인간같아졌네요 ㅠ 진짜 뭔 저보다 하얀거어디서 구해와가지고 줘팰뻔했는데남친보다 제가 더 만족해요자연스럽게 적당한게 딱 좋아요
5,30대 후반이고 cc크림 쓰다가 bb크림 써보고 싶어서 주문했어요발림성도 좋고 부드러워서 바르기 좋고무엇보다 수염 부분이 끼이지 않고부드럽게 잘 펴발라져서 사용하기좋은것 같아요 개인적으로 만족스러워요
5,남편이 사진찍거나 단정해보여야 할때 제꺼쓰면 붕붕떠서 구매했는데 촉촉하고 피부톤정돈되니 깔끔해보여서 좋아요귀차니즘 남편이라 이것저것 챙겨바르지못하는데 자외선차단도 되니 간편하다고 잘쓸것갇아요^^
5,비비크림 한번 발라보고 싶어서구매했어요밀착력 좋구요 발랐을때 보정이 잘되서 좋으네요 뭔가 색다른 느낌 보정이 잘되어서 좀 얼굴이 선명하고 깨끗한 느낌을 받아서 좋은듯 합니다 진작 바를껄 그랬어요만족 합니다
5,아들이 사달래서 구매했는데 배송도 빠르고향도 좋고 발림이 좋다고하네요끈적이는거 싫어해서 선크림도 잘안바르는데이비비는 끈적이지도않고  얼굴잡티 커버도 되고 마스크에 뭍어나지않아서 맘에든다고 하네요
5,애용하던 비비가 이제 출시되시 않는다고해서 난처했는데 좋아보여서 구매했습니다.쪼금 불안했는데 사용해보니까 남성 피부에 딱 적당한 톤이고 사용 후 피부에 이상도 없네요!앞으로 옴므 지속적으로 사용할 것 같아요
5,발랐을 때 너무 얼굴이 뜨면 사용하기가 꺼려졌는데 피부톤에 딱 맞아서 좋네요 ! 자연스럽게 피부톤만 보정되고 잡티만 가려줘서 너무 좋아요 ㅎㅎ자외선 차단까지되어서 바쁠때는 썬크림대신 비비만 발라도 될것같아요 ㅎㅎ
5,남편 쓸거라...가격대착한걸로 찾아보다가 주문했는데 테스트해보니 괜찮은거 같아요 색이 너무 어둡지도 밝지도 않아서 남성분들 사용하기딱 좋은거 같아요 사용감도 부드럽게 잘 발리고 끈적이지 않아서 좋아요 ~
5,요즘엔 옴므 선크림 겸 비비크림도 꼭 바르고 나가야 해서 주문했어요.깔끔하게 잡티커버 잘 되는게 인위적이지 않고 얼굴이 자연스럽게 결정리되서 좋네요.얼굴 까매져서 계속 기미 늘어날 걱정 안해도 되서 좋아요.
5,실제 색깔보다 바르니깐 색상이 살아나네요가볍게 발라지고 끈적이지않아 마음에 듭니다 특히 여름에 더 짱일듯 합니다검은색옷에도 묻지 않고 향은 남성스킨 로션에서 많이 나는 향인데 독하지 않고 은은합니다
5,비비크림으로 자외선 차단하려고 구매했어요. 마스크쓴 얼굴은 괜찮을지몰라도 요새 눈이랑 이마쪽이 좀 햇빛을 마니보게되는거같아서 바르고다니려구요.눈가 에 주름도 가릴겸 샀는데 발림도 좋고 만족해요
5,신랑 얼굴색이 좀 칙칙해 보이길래 톤업용으로 샀어요따로 선크림 안발라도되고 촉촉하니 얇게 펴발라줬더니 톤이 밝아지면서 바른듯 안바른듯~ 깔끔하니 단정된 느낌 나네요본인도 만족하는지 괜찮다네요
5,남편이 요즘 마스크 때문에 트러블이 많이 나서 스트레스 받아 하길래 비비크림 사줬어요~~색도 남자한테 잘맞게 좀 어두운색 이네요 ㅋㅋㅋ 발라보더니 촉촉하고 잘가려지고 잘발린다고 조아하네요 잘쓸게요
5,남자도 가꾸는시대라 잡티정도 커버할겸 사줬는데잘쓰네요 ㅎ과하지 않고 자연스럽게 피부톤정도 정리하는데깨끗해보이고 훨씬 말끔해 보여요.끈적이거나 겉도는게 없어서 더 잘발라진다고해요
5,신랑주려구 샀어요근데 남성향이 안나서 쉐딩용으로저도 같이 쓰구있어요ㅎㅎ엄청 하얀 남성아니고서야 남자분들 피부톤에대부분 맞네요ㅎㅎ자연스럽고 두껍게 발라지는게 아니라좋더라구요 ㅎㅎ만족함
5,좀 꾸미는 신랑이랑 살고 있어요제꺼 비비크림 바르라니까 톤이 안맞는다며 남자꺼 사달래서 사줬는데 ㅋㅋ발림성도 좋고 자연스럽게 커버가 되서 마음에 들어하네요60미리라서 충분히 쓸 것 같아요!
5,너무 밝아지지도않고딱 적당히 환해지는 발라도 부담스럽지않아서 좋은것같아요 ~요즘 아들이 피부때문에 스트레스 많이 받는것같아사줬더니 잘 바르고 다니네요 ^^건조하지않아 괜찮은것같아요
5,남편이 피부 관리도 전혀 안하고 외출할때도 그냥 다녀서 피부 간단한 결 보정이라도 해주려고구매했어요~귀찮아하는 남편이라 한가지로 되있어서 좋고피부결 보정도 잘되서 색상도 괜찮네요
5,급하게 필요해서 구입했는데 피부톤 자연스럽게 잘 맞네요피부가 뜬다거나 각질생기는 경우도 없고 촉촉하니 좋아요 사진 찍으니까 조명때문에 좀 밝게 나오는거같은데실제로 보면 딱 좋아요
5,"데일리메이크업으로 너무 좋아요.평소에 피부가 안좋은편이라서 비비크림 매일 바르는데, 이건 커버력도 좋고 다크닝이 거의 없어서 좋은 것 같네요!가격대도 괜찮고 용량도 넉넉해서 좋아요"
5,얼굴에 떡짐같은거 안보이고은은하게 톤업되는것 같아요그냥 요앞 마싷나갈때도 바르고가요잘 산거같네요 ㅎㅎ
5,자연스럽게 톤업되는 촉촉한 비비입니다.각질부각이나 들뜨는거 없이 촉촉하게 잘발려요.광고처럼 옷깃에 묻어나지 않고 티가 안나고 자연스러워서 좋았습니다.가볍게 바르기 딱 좋아요!
5,본인이 쓰려고구입. 여친만날때만 사용하는데 얼굴을 무심코 만졌을때도 묻어나오지 않아서 편함 시간 지나서 수염자라도 하얗게 되는 비비가 아니라서 티가안남 ㅋ 잡티 가리는 용도로 굿
5,피부가 세안하고나면 깨끗한데밖에나가서 한ㅅ두시간후 보면 얼굴이 칙칙해보여서발라보려고 주문했는데발림성도괜찮고 자연스럽게 밝아져서 좋네요가격도 괜찮고 추천합니다
5,이거 너무 좋아요!!! 동생 선물주려고 샀다가발라봤는데 완전 가볍고 좋아서 쉐딩으로라도 쓸까 싶어서 지금 저 가질까 동생줄까고민중이에요 ㅋㅋㅋ진짜 색도 딱 적당하고 가볍고 좋네용
5,미팅갈때나 중요한일 있을때 얼굴 커버할겸 발라주는데 좋아요얼굴만 동동떠다니지않고 자연스럽게 커버되고 발림성도 좋네요 ㅎㅎ꼼꼼히 바르는스타일이 아닌데 잘 펴발라져요~
5,남편이  쓰려고 샀는데  하얗게 되지 않고  자연스럽게 피부에  안착되고   까무잡잡한 피부를 가진 저도  써 봤는데  제피부랑도 잘 맞아서  같이  쓸까봐요. 유분기도 없고 향도  맘에들어요
5,향도 좋고 발림성이 너무좋아서 대박!주근께가 많아서 비비 잘 바르고 다니는데감추는데 짱짱이에요~ 세안할때도 잘 씻겨 나가고잔여물느낌없어서 정말 만족하고 쓰고 있어요
5,배송도 무척빠르구요 꼼꼼히 포장되어왔어요. 튜브형 짜기 편하고 우선 손등에 발라봤는데 푸른 핏줄이 샥 안보이네요.엄지손가락쪽  손등반절이바른거에요.
5,남성용 비비크림이라서 진하지도 않고 가볍게 잘발려서 만족합니다.피부에 흡수도 잘됩니다 ㅎㅎ피부톤 보정에도 효과좋아요.ㅎㅎ자외선도 잘 차단되고해서 매일 잘바르고 있습니다~!!!
5,오우~~ 티나지 않고 잘 발려요 ㅎㅎ 울 남편이 피부 너무 신경쓰길래사줬는데 깨끗해져서 너무 좋대요^^저도 발라봤는데 발림성도 좋고 자극적이지 않아요~~남성분들 진짜 강추합니당~~!!
5,발림성도 좋고 밀리지않아요ㅎㅎ자연스럽게 톤업되는 것 같고 묻어나지않아서 더더욱 마음에 들어요!!자외선차단도 되니 썬크림 대용으로 발라도 굿굿!!배송도 빠르고 좋아요!
5,슬슬 외근이 생길거같아서 피부관리좀 하려고 비비크림알아보다가 구매했는데 피부에 잘발리는것같고 유분기도 없어서 발라보니 너무좋네요. 피부도 좋아보이고요 ㅎㅎ
5,남친이 얼굴에 뭐좀 바르고 싶다길래대신 사준건데 여자들 화장품처럼 허옇지않고남자들 피부톤에 딱맞는색에 커버력도 좋아서남친이 완전 만족하면서 쓰고있어요ㅎㅎ
5,사회초년생 남동생 필요할 것 같아 구매했어요앉혀놓고 발라보고 어떤가 같이 보는데 구우우우우욷~~~!일단 컬러가 자연스러워서 딱 톤보정에 제격이에요!부담스럽게 티나지 않는 부분이 넘 좋네요!티나면 부끄럽구 쑥쓰럽자나용??!ㅋㅋㅋㅋ넘사스러웅꿰.....ㅋㅋ딱 화사하게! 참 이 청년 혈색좋구나! 요정도 ㅋㅋ넘 촉촉하다못해 끈끈하면 불쾌할텐데고것도 따악~ 좋아요! 바르면 금새 보들보들~무엇보다 가격 착해 참 착해맘에 들어 폴메이슨ㅋㅋ!!!!
5,화장을 안하면 나갈수가 없어서 화장을 하는데요비비크림이 떨어져 주문을 했는데 썬크림 함유가 되어 있으면서 끈적이지도 않고화사하게 잘되어서 너무 만족해요
5,남편 주려고 주문했어요남자들 요즘 비비가 필수잖아요 색도 밝지않고 발랐을때 백태없이 부드럽게 발리면서 적당히 톤업되네요향이 진하지 않아서 더 맘에들어요
5,남동생이 데이트한다고 비비를 한번 빌려가더니 그 뒤로 자꾸 제 비비를 가져가서 바르기 시작하더라구요~!! ㅠㅠ동생피부엔 좀 톤이 뜨길래이왕이면 피부톤에 잘 맞고 목까지 발라서 티 좀 안났으면 하는 누나의 바램으로 하나 선물해 줬어요자외선 차단기능에 컬러톤도 낮아서 다행이 동생피부랑 컬러가 찰떡~!옷깃에도 묻어나지 않는다는데귀찮은지 목까지는 안바르더라구요이제 내꺼 그만쓰고 이거 쓰면 좋겠네요^^
5,부드럽네요.피부에 촉촉하게 발리니 너무 좋네요.배송도 빠르고 주말에 필요했는데명절이라 늦을줄알았는데 좋아요!!!마스크에 잘 묻지도않고 끈적이지도않고
5,남동생이 비비 자꾸 훔쳐써서  사줬어여 ㅋㅋ 허옇게 바르고 다니는거 꼴보기시러서 ㅋㅋㅋ옴므라 남자피부에 안뜨고 자연스러워요 ㅋㅋ발림성도 좋다고 동생이 좋아하네유!!
5,가성비좋은 아이템이에요오빠 사진찍을때 사용할려고 샀는데왠만한 남자분들 피부톤에 다 맞을꺼에요피부가 매끄럽고 은은한광이나게 해서 아주좋네요
5,남친이 좋다고해요! 밀리지 않고 적당히 커버도 되면서 끈적이지 않아서 좋다고 하네요^^ 성분도 좋아서 걱정도 안되고가성비 너무 좋아용 ㅎㅎ
5,남편 썬크림겸 비비알아보다가 구매했어요~~ 자외선차단 지수 높아서 맘에들고요~발림도 좋고 얼굴이 자연스럽게 화사해지니 넘만족입니다~!!
5,데일리용으로 쓸거 찾다가 구매해봤어요~색도 자연스럽고 올인원이라 사용하기도 너무 편합니다트러블도 없이 잘 사용하고 있어요^^
